   Step          Temp         c_usual         Press 
    242200   1.0021986      1.4456068      23.645238
    242300   0.99766023     1.4411531      23.690333
    242400   1.0002476      1.4433355      23.654509
    242500   1.0001807      1.4437404      23.69242 
    242600   1.0005509      1.44431        23.721556
    242700   1.0013429      1.4446665      23.664591
    242800   1.0005287      1.4436963      23.727211
    242900   0.99992429     1.442999       23.681281
    243000   0.99809359     1.4410292      23.668001
    243100   1.0012277      1.4451069      23.662213
    243200   1.0005892      1.4445609      23.697041
    243300   0.99891836     1.4422946      23.707387
    243400   0.99806721     1.4411713      23.648637
    243500   0.99755915     1.4408676      23.63918 
    243600   0.99945914     1.4430381      23.692097
    243700   0.99934762     1.4425252      23.656465
    243800   0.99804478     1.441383       23.632599
    243900   1.0005193      1.4435832      23.736135
    244000   1.0017421      1.4456167      23.662204
    244100   0.99985541     1.4439231      23.668784
    244200   1.0016816      1.4459984      23.661793
    244300   0.99755381     1.4419896      23.619451
    244400   0.99845713     1.4428407      23.641619
    244500   1.006694       1.4507287      23.766115
    244600   0.99731178     1.4406758      23.661831
    244700   0.99848151     1.4425261      23.703418
    244800   1.0014015      1.4454605      23.665796
    244900   1.0019543      1.4460803      23.684765
    245000   0.99944432     1.4432566      23.649465
    245100   0.99839547     1.4424751      23.686116
    245200   0.99681158     1.4405816      23.603601
    245300   0.99952566     1.4431235      23.656636
    245400   0.99778236     1.4420713      23.658613
    245500   1.0016478      1.4454491      23.687837
    245600   1.0069921      1.4511547      23.691068
    245700   0.9990341      1.4428937      23.718597
    245800   0.99733583     1.4409885      23.714074
    245900   0.99878865     1.4430003      23.674119
    246000   1.0018631      1.4461368      23.682782
    246100   1.0002446      1.444227       23.66851 
    246200   1.0000369      1.4445285      23.65815 
    246300   0.9957865      1.4399716      23.722772
    246400   0.99992321     1.4437695      23.663161
    246500   0.99975502     1.4433953      23.702324
    246600   1.0020355      1.4457342      23.690691
    246700   1.0013905      1.445229       23.690916
    246800   0.99800799     1.4422405      23.659136
    246900   1.0013098      1.444685       23.688668
    247000   0.99759757     1.4416905      23.637722
    247100   1.0016951      1.4453074      23.718356
    247200   0.99895039     1.4428357      23.681998
    247300   0.99756547     1.4411251      23.630219
    247400   1.0004446      1.4438152      23.705767
    247500   1.0004807      1.4441152      23.704771
    247600   1.0026767      1.445822       23.704194
    247700   1.0003306      1.4436984      23.691169
    247800   1.0040808      1.4476271      23.679302
    247900   0.99884458     1.442593       23.704411
    248000   0.99748177     1.4410568      23.644552
    248100   1.0000948      1.4430679      23.710567
    248200   1.0012596      1.4451533      23.664604
    248300   1.0024997      1.4461077      23.692336
    248400   1.0008188      1.4446928      23.697415
    248500   1.0031194      1.4470658      23.716122
    248600   0.99745608     1.4412506      23.679405
    248700   0.99805855     1.4418575      23.656939
    248800   1.0007308      1.4434771      23.674742
    248900   1.0030575      1.4462423      23.69269 
    249000   0.99755591     1.4405762      23.695836
    249100   0.99770504     1.4411095      23.679204
    249200   0.99721159     1.4408613      23.70273 
    249300   1.0008827      1.4444317      23.6328  
    249400   1.0007964      1.4442046      23.668171
    249500   1.0008965      1.4440635      23.659688
    249600   0.99806679     1.4411565      23.644274
    249700   0.99835284     1.4419285      23.659416
    249800   0.99883627     1.4417576      23.676601
    249900   0.9990093      1.4419395      23.742789
    250000   0.99795385     1.4411923      23.669333
    250100   1.0017467      1.4451687      23.699405
    250200   0.99956486     1.4431401      23.715502
    250300   1.0017112      1.4453044      23.671798
    250400   0.99816978     1.4419152      23.653794
    250500   1.0005793      1.4443245      23.666385
    250600   1.001715       1.4449701      23.727083
    250700   1.0007833      1.4444663      23.636775
    250800   1.0035913      1.4471036      23.706961
    250900   1.000992       1.4447291      23.733886
    251000   0.99731985     1.4411348      23.665274
    251100   1.0005063      1.4437622      23.702029
    251200   0.99951481     1.4433784      23.649627
    251300   0.9952858      1.4386013      23.6392  
    251400   1.0012012      1.445382       23.630571
    251500   1.0017131      1.4449038      23.690169
    251600   0.99961139     1.4428884      23.642371
    251700   0.99816536     1.4415011      23.688806
    251800   0.99731548     1.4410175      23.668426
    251900   0.99775471     1.4409853      23.6945  
    252000   1.0014641      1.444573       23.659581
    252100   1.0021351      1.4454978      23.638422
    252200   1.0028569      1.4464946      23.701882
    252300   0.99899568     1.4431766      23.659726
    252400   0.99947617     1.4438756      23.731744
    252500   1.0013078      1.4455106      23.672905
    252600   1.000718       1.4449841      23.689482
    252700   1.0014442      1.445194       23.682781
    252800   1.0000049      1.4436792      23.662838
    252900   0.99937826     1.442684       23.63657 
    253000   1.0012991      1.4453742      23.67525 
    253100   1.002833       1.4463332      23.686554
    253200   0.99733597     1.441153       23.664536
    253300   0.99854178     1.442302       23.653184
    253400   1.0018871      1.4463175      23.686274
    253500   0.99755248     1.4417035      23.664703
    253600   0.99819601     1.442073       23.651413
    253700   0.99907946     1.4427339      23.742077
    253800   1.0019208      1.4467738      23.639931
    253900   0.99881482     1.4429806      23.658071
    254000   0.99762785     1.4415383      23.667383
    254100   1.0012041      1.4450241      23.692249
    254200   0.99806521     1.4428131      23.632624
    254300   1.0034483      1.4485018      23.719472
    254400   1.0038721      1.4493331      23.689777
    254500   0.997706       1.4430396      23.662765
    254600   0.9976409      1.4424617      23.703915
    254700   1.0011613      1.4466486      23.650187
    254800   1.0015761      1.4466112      23.695053
    254900   1.0011161      1.4457866      23.695463
    255000   0.99839957     1.442762       23.622385
    255100   0.99882155     1.4430716      23.709151
    255200   1.0002268      1.4445201      23.713675
    255300   0.99812832     1.4425638      23.65845 
    255400   1.0005962      1.4450966      23.675094
    255500   1.000509       1.4447132      23.682632
    255600   0.99936709     1.4437783      23.638425
    255700   1.0006732      1.4451642      23.691738
    255800   1.0009596      1.445681       23.682289
    255900   0.99832426     1.4432312      23.690514
    256000   0.99572744     1.4404202      23.646359
    256100   1.0000486      1.4452522      23.68384 
    256200   1.0044631      1.4496272      23.676134
    256300   0.99598061     1.4411408      23.652987
    256400   1.0014263      1.4458706      23.689641
    256500   1.0025797      1.4473323      23.713423
    256600   1.0009863      1.4450659      23.686325
    256700   0.99854062     1.4425621      23.680415
    256800   1.00138        1.4456824      23.647396
    256900   1.0006372      1.4453155      23.6771  
    257000   1.0013851      1.4454073      23.726092
    257100   1.0026976      1.4473186      23.679239
    257200   0.99950439     1.4447984      23.678446
    257300   1.0012862      1.4469167      23.670299
    257400   0.99893309     1.4445389      23.702343
    257500   0.99697084     1.4422587      23.64243 
    257600   0.99925641     1.4443488      23.664392
    257700   0.99821646     1.4430487      23.656416
    257800   1.0013218      1.4466239      23.647451
    257900   0.99945999     1.4445038      23.670139
    258000   1.0006968      1.4449584      23.690502
    258100   0.99837545     1.4430125      23.671721
    258200   1.0020703      1.44678        23.653962
    258300   0.99867386     1.4429777      23.714166
    258400   1.0011237      1.4456999      23.660337
    258500   1.0025184      1.4471366      23.688107
    258600   1.0004423      1.4448987      23.682417
    258700   0.99951902     1.4445493      23.660376
    258800   1.0002077      1.4451614      23.688642
    258900   1.0019635      1.4466302      23.763176
    259000   1.0017819      1.445786       23.694244
    259100   0.99830777     1.4424823      23.651314
    259200   1.0012028      1.4452475      23.675038
    259300   1.0007322      1.4447441      23.65876 
    259400   1.0002161      1.4442377      23.682214
    259500   0.99846713     1.4432616      23.656011
    259600   0.99913771     1.4434721      23.677247
    259700   1.0016675      1.4458133      23.643864
    259800   1.0021081      1.4471698      23.656438
    259900   1.0007811      1.4452787      23.696837
    260000   1.0019028      1.4459989      23.641991
    260100   0.99602661     1.4405103      23.66599 
    260200   0.99924624     1.4443485      23.632866
    260300   1.0003657      1.4454633      23.6791  
    260400   1.0010244      1.4464298      23.681799
    260500   0.99755417     1.4430243      23.650281
    260600   1.0008614      1.4454336      23.689936
    260700   1.001812       1.4465565      23.632156
    260800   1.0000133      1.4448252      23.660383
    260900   0.9986835      1.4433729      23.708269
    261000   1.001074       1.4449581      23.698339
    261100   1.0011875      1.4443366      23.671241
    261200   0.99977935     1.4433646      23.687461
    261300   0.99942698     1.4439641      23.66248 
    261400   0.99985386     1.4439903      23.746188
    261500   0.9984234      1.4429715      23.698408
    261600   0.99671169     1.4410932      23.70176 
    261700   1.001661       1.4461758      23.67871 
    261800   0.99927213     1.4431044      23.66743 
    261900   1.0015054      1.4454843      23.689512
    262000   1.0016717      1.4447474      23.662746
    262100   0.99544499     1.4392316      23.710869
    262200   1.0004518      1.444165       23.660091
    262300   0.9992739      1.4433415      23.646059
    262400   1.0014983      1.4458875      23.681267
    262500   0.9981447      1.4424536      23.675395
    262600   0.99718236     1.4416601      23.731661
    262700   1.0027105      1.4472797      23.705581
    262800   1.0001274      1.444192       23.638279
    262900   0.99834885     1.4418457      23.638087
    263000   1.0011053      1.4448289      23.704569
    263100   1.0019753      1.4456244      23.654104
    263200   0.99953522     1.4437663      23.706883
    263300   0.99972626     1.4449909      23.709494
    263400   0.99729483     1.4422072      23.644835
    263500   0.99992022     1.4448002      23.660193
    263600   1.0023471      1.4470336      23.672155
    263700   1.0010903      1.4452495      23.666885
    263800   1.0017757      1.4455162      23.671552
    263900   0.99933828     1.4431163      23.659553
    264000   0.99740736     1.4409733      23.716846
    264100   0.99984786     1.4434509      23.677001
    264200   1.0003107      1.4447003      23.712053
    264300   1.001551       1.4452856      23.617288
    264400   0.99894375     1.4433983      23.676656
    264500   1.0026038      1.4470574      23.717446
    264600   1.0011392      1.4461863      23.661368
    264700   0.99759869     1.4420713      23.706885
    264800   1.0006582      1.4451026      23.66189 
    264900   1.0003327      1.4449221      23.69415 
    265000   0.99972699     1.4442688      23.648655
    265100   1.001753       1.4456884      23.692889
    265200   1.0001875      1.4443857      23.632159
    265300   0.99904394     1.4438621      23.654382
    265400   0.99730242     1.4418577      23.635412
    265500   1.0031544      1.4482698      23.681021
    265600   1.0001052      1.4454255      23.737695
    265700   0.99642749     1.440878       23.645458
    265800   1.0006505      1.4456372      23.695813
    265900   1.0003528      1.4453112      23.638343
    266000   1.0003811      1.4450634      23.671656
    266100   0.99678284     1.4410073      23.662538
    266200   0.99828602     1.4419504      23.64738 
    266300   1.002221       1.4470369      23.647608
    266400   1.0010407      1.4460879      23.679959
    266500   0.99928965     1.4446965      23.694163
    266600   1.0002367      1.4454645      23.668394
    266700   0.99887207     1.4434076      23.673067
    266800   0.99941419     1.4443922      23.659103
    266900   0.9987544      1.4439005      23.669935
    267000   0.99838127     1.442959       23.705218
    267100   1.0007448      1.4452834      23.744505
    267200   1.0008103      1.4455071      23.665318
    267300   1.0011031      1.4467582      23.687373
    267400   0.9981438      1.4435871      23.66549 
    267500   0.99965449     1.4452831      23.675595
    267600   0.99841089     1.4442414      23.658818
    267700   0.99878011     1.4433513      23.64629 
    267800   0.99859344     1.4432089      23.713003
    267900   1.0020748      1.4472856      23.722784
    268000   1.0030824      1.4484605      23.649756
    268100   0.99855674     1.4433589      23.666253
    268200   1.0003665      1.445554       23.652077
    268300   1.0015305      1.446105       23.700703
    268400   1.0041913      1.4492824      23.723861
    268500   1.0009606      1.4462321      23.658393
    268600   0.99590827     1.4406055      23.63839 
    268700   0.99979618     1.4447062      23.676033
    268800   0.99814443     1.4429002      23.688454
    268900   0.99896823     1.4442886      23.686354
    269000   0.99930175     1.4439445      23.70277 
    269100   1.003811       1.448229       23.649982
    269200   0.99934238     1.4439512      23.717484
    269300   0.99726131     1.4423305      23.697222
    269400   0.99997639     1.4450392      23.65373 
    269500   0.99939777     1.4444899      23.686448
    269600   1.003072       1.4482426      23.687081
    269700   1.0010525      1.4466028      23.698634
    269800   0.99667248     1.4412961      23.700938
    269900   0.99895212     1.4443383      23.722188
    270000   0.9997861      1.4444249      23.680173
    270100   0.99989404     1.4445889      23.722926
    270200   1.0026389      1.44659        23.698792
    270300   0.99955874     1.4445891      23.656027
    270400   1.000211       1.4451445      23.614905
    270500   0.99725886     1.4423274      23.618278
    270600   0.99815722     1.4437745      23.714949
    270700   1.0015445      1.4467971      23.669207
    270800   1.0044286      1.4489189      23.698077
    270900   1.0016293      1.4465234      23.660983
    271000   1.0007954      1.4455131      23.667302
    271100   0.99944044     1.442977       23.70064 
    271200   1.0001325      1.4442643      23.658724
    271300   1.0004246      1.4446942      23.647256
    271400   1.0001326      1.4452917      23.695151
    271500   0.99767732     1.4421044      23.647598
    271600   1.002568       1.4478872      23.68304 
    271700   0.99967919     1.4446569      23.662793
    271800   0.99777406     1.4423976      23.676427
    271900   0.99896243     1.4439218      23.680259
    272000   0.99834671     1.44328        23.649285
    272100   0.99938477     1.4439011      23.640808
    272200   1.0010215      1.4455186      23.717064
    272300   1.0003001      1.4446581      23.678215
    272400   1.0036411      1.4486538      23.71353 
    272500   0.99932205     1.4446725      23.739517
    272600   1.0002482      1.4458823      23.688926
    272700   1.0011493      1.4466923      23.688995
    272800   0.99883802     1.4438383      23.616686
    272900   0.99662785     1.442498       23.663361
    273000   0.99783419     1.4431056      23.637569
    273100   1.0008914      1.445517       23.696245
    273200   1.0008818      1.4451338      23.732437
    273300   1.0008787      1.4459843      23.658062
    273400   1.000381       1.4448365      23.656722
    273500   0.99812132     1.4429681      23.681086
    273600   0.99951743     1.4431889      23.698263
    273700   1.0003599      1.4448245      23.717713
    273800   0.99690769     1.4409147      23.686714
    273900   1.0001145      1.4439892      23.726334
    274000   0.99756067     1.4419348      23.644391
    274100   0.9992317      1.4428117      23.740918
    274200   1.0009515      1.4448785      23.683052
    274300   0.99846666     1.4425881      23.676443
    274400   1.000757       1.4452676      23.691254
    274500   0.9980187      1.44249        23.705369
    274600   0.9994945      1.4438288      23.693321
    274700   0.99504225     1.4392783      23.680326
    274800   0.99796503     1.4420948      23.666913
    274900   1.0014491      1.4456266      23.679508
    275000   1.0049423      1.4487155      23.738335
    275100   0.99960169     1.4432264      23.708733
    275200   0.99988887     1.4432808      23.660556
    275300   0.99914539     1.4435013      23.695042
    275400   0.99855782     1.4430655      23.656627
    275500   1.001899       1.4465669      23.746963
    275600   1.0025381      1.447192       23.705133
    275700   0.99905884     1.4436582      23.658645
    275800   0.99935372     1.4444468      23.714797
    275900   0.99799893     1.4430955      23.644781
    276000   1.0009582      1.4459863      23.655744
    276100   0.99952976     1.44487        23.723853
    276200   1.0033752      1.4480558      23.696275
    276300   0.99861887     1.4434868      23.691979
    276400   0.9986527      1.4436904      23.673135
    276500   1.0022797      1.4481154      23.67289 
    276600   0.99989869     1.4456946      23.720534
    276700   1.0012354      1.4459686      23.67019 
    276800   1.0015986      1.4471346      23.699097
    276900   1.0001683      1.4448045      23.639   
    277000   0.99888985     1.4438356      23.618112
    277100   1.0006691      1.4456218      23.667429
    277200   0.99508297     1.4395538      23.654275
    277300   0.99845645     1.4432809      23.675874
    277400   1.0054057      1.4499974      23.701174
    277500   0.99771465     1.4423108      23.692255
    277600   1.0005922      1.4460467      23.679658
    277700   1.0005549      1.4450312      23.660949
    277800   0.9988314      1.443454       23.666193
    277900   0.9986691      1.4432697      23.680257
    278000   0.99977011     1.4443668      23.657801
    278100   1.003557       1.4481618      23.674698
    278200   1.0012095      1.4451612      23.68548 
    278300   1.0006575      1.4448217      23.700603
    278400   0.99778402     1.4420948      23.633037
    278500   1.0006897      1.44501        23.65378 
    278600   1.0020839      1.4468658      23.675116
    278700   1.0014785      1.4459403      23.742892
    278800   0.99838992     1.4426812      23.659744
    278900   0.99802686     1.4424006      23.69281 
    279000   1.0015568      1.4454584      23.679785
    279100   0.99953711     1.4429045      23.663001
    279200   0.99977903     1.4434747      23.698563
    279300   1.0015844      1.4453555      23.712215
    279400   1.0023106      1.4463037      23.667792
    279500   1.0017519      1.4462003      23.681102
    279600   0.99665363     1.4414869      23.677615
    279700   0.99808178     1.4430579      23.707762
    279800   0.9973093      1.4419451      23.660596
    279900   1.002344       1.4468127      23.671663
    280000   1.0020379      1.4474391      23.756038
    280100   1.0005498      1.4457716      23.646066
    280200   0.99999201     1.4454168      23.65298 
    280300   0.99897959     1.4440521      23.677231
    280400   0.99916808     1.4440446      23.632124
    280500   1.0000811      1.4451441      23.657483
    280600   1.0002122      1.4448521      23.698916
    280700   1.0007124      1.4458972      23.678229
    280800   0.9984775      1.4435473      23.70871 
    280900   1.0018924      1.4463285      23.624151
    281000   0.99886751     1.4436379      23.666856
    281100   1.0001108      1.4449816      23.667131
    281200   1.0010694      1.4468077      23.720798
    281300   1.0005069      1.4451821      23.666003
    281400   1.0000962      1.4450019      23.728524
    281500   1.0021751      1.4472056      23.750876
    281600   0.99879428     1.4438994      23.709858
    281700   0.99791943     1.4430696      23.658879
    281800   1.0007657      1.4460147      23.674501
    281900   1.0024326      1.4475846      23.701463
    282000   0.99696362     1.4422145      23.640177
    282100   1.0023726      1.4476912      23.733581
    282200   1.0019643      1.4464403      23.710662
    282300   1.0011788      1.445923       23.695118
    282400   0.999028       1.4439648      23.652101
    282500   0.99912892     1.4437305      23.662172
    282600   1.0002071      1.4446511      23.666862
    282700   1.0015963      1.4460081      23.655949
    282800   1.0031002      1.4475109      23.709778
    282900   1.0004812      1.4445792      23.693087
    283000   0.99434104     1.4385267      23.71895 
    283100   0.99780665     1.4426466      23.643484
    283200   1.0004041      1.4442077      23.735685
    283300   1.0007671      1.4447949      23.678122
    283400   1.0015298      1.4459779      23.705606
    283500   1.0003364      1.4444645      23.666184
    283600   1.0006878      1.4453608      23.680016
    283700   0.99979906     1.4436357      23.698091
    283800   1.0014497      1.4455705      23.624434
    283900   0.99714436     1.4417324      23.665892
    284000   0.99927914     1.4430161      23.664109
    284100   0.99565798     1.4394169      23.639136
    284200   1.000564       1.4445791      23.715812
    284300   0.99879781     1.4422852      23.71306 
    284400   1.0006525      1.4443224      23.666964
    284500   1.0021192      1.44569        23.682774
    284600   1.0007676      1.4442512      23.667036
    284700   0.9994355      1.4429698      23.70827 
    284800   0.99929471     1.4425289      23.618672
    284900   1.0029967      1.4463549      23.682611
    285000   1.0008001      1.4447851      23.699768
    285100   0.99886949     1.4428861      23.639254
    285200   0.99719488     1.441499       23.715435
    285300   1.0005579      1.4448951      23.685034
    285400   0.99736368     1.4423472      23.711989
    285500   1.0010663      1.4467698      23.695821
    285600   0.99871868     1.443729       23.702743
    285700   1.0014937      1.4463468      23.716936
    285800   1.0009357      1.4453188      23.689636
    285900   1.0003955      1.4444806      23.667435
    286000   0.99790091     1.4430016      23.659851
    286100   0.99883939     1.4436744      23.684503
    286200   1.0012305      1.4460573      23.711533
    286300   0.99932852     1.4449995      23.667042
    286400   1.0019793      1.448202       23.663611
    286500   1.0018857      1.4477239      23.70134 
    286600   0.99851391     1.4446185      23.621287
    286700   0.99905227     1.44476        23.697626
    286800   0.99792007     1.4432749      23.655184
    286900   1.0001861      1.4457913      23.692791
    287000   1.0041348      1.4494566      23.716791
    287100   0.99975895     1.4446918      23.700103
    287200   0.99930079     1.4444547      23.700131
    287300   0.99561132     1.4411515      23.6852  
    287400   0.99987549     1.4450795      23.754258
    287500   1.0024417      1.4479587      23.721325
    287600   1.0003898      1.4454211      23.718396
    287700   1.0011027      1.4457784      23.691019
    287800   1.0003285      1.4446784      23.689322
    287900   1.0012379      1.44554        23.679991
    288000   0.99995712     1.4446175      23.659952
    288100   0.9995798      1.4444653      23.689423
    288200   0.99910511     1.4446641      23.65655 
    288300   0.99941349     1.4448075      23.664291
    288400   1.0004703      1.4463962      23.740802
    288500   0.99848455     1.4441536      23.69655 
    288600   1.0041764      1.4488186      23.724412
    288700   1.0028413      1.4470068      23.721502
    288800   1.0020006      1.4464377      23.64831 
    288900   0.99847545     1.4432562      23.667321
    289000   0.99967704     1.4446609      23.682285
    289100   1.0014027      1.4456065      23.673984
    289200   1.0008896      1.4452656      23.729242
    289300   0.99677111     1.4413906      23.650328
    289400   0.99988287     1.4441581      23.68957 
    289500   0.99997603     1.4443451      23.667512
    289600   1.0007342      1.4449938      23.71009 
    289700   1.0000743      1.444972       23.661636
    289800   0.99571994     1.4405171      23.654497
    289900   0.99889972     1.4437802      23.655297
    290000   0.99964989     1.4436168      23.61601 
    290100   0.99829308     1.443043       23.667869
    290200   0.99928491     1.4435162      23.663793
    290300   1.0020901      1.4466669      23.695383
    290400   0.99885183     1.4424891      23.696274
    290500   0.99997641     1.4446486      23.625786
    290600   0.99949186     1.444034       23.644472
    290700   0.99764113     1.4421958      23.661033
    290800   1.0013272      1.4452774      23.657622
    290900   0.99975317     1.4436859      23.691508
    291000   1.0014943      1.4457189      23.684191
    291100   0.99945938     1.4446341      23.631142
    291200   1.0000285      1.4450901      23.671036
    291300   0.99630043     1.4411663      23.638141
    291400   0.99907519     1.4448838      23.644341
    291500   0.99684307     1.4421678      23.664331
    291600   1.000636       1.4462141      23.687239
    291700   1.0019137      1.4471248      23.706112
    291800   0.99877118     1.443407       23.652645
    291900   1.000007       1.4451284      23.706332
    292000   1.0009819      1.4455324      23.643706
    292100   0.99767619     1.4424797      23.714554
    292200   0.99876755     1.4435827      23.686112
    292300   1.0022285      1.4476662      23.708327
    292400   0.99884485     1.4441462      23.684482
    292500   0.99738835     1.4424036      23.706095
    292600   0.99970548     1.4443723      23.642765
    292700   1.0042505      1.4491078      23.754824
    292800   0.99760565     1.4421853      23.681049
    292900   0.99736808     1.4424083      23.669903
    293000   1.0015285      1.446414       23.666298
    293100   1.0050233      1.4498569      23.669344
    293200   0.9979155      1.4434302      23.681004
    293300   0.99724693     1.4422276      23.629617
    293400   0.99730985     1.4418385      23.662642
    293500   0.99998593     1.4439904      23.65051 
    293600   1.002851       1.4471238      23.695637
    293700   1.0025796      1.4465973      23.654874
    293800   0.99884853     1.4426901      23.685435
    293900   0.99692016     1.4405884      23.683318
    294000   1.0003602      1.442894       23.661638
    294100   1.0020441      1.4452129      23.657187
    294200   1.0015316      1.4450056      23.661356
    294300   0.99921328     1.4433212      23.641218
    294400   1.0013972      1.4449383      23.664315
    294500   0.99826864     1.4426421      23.722066
    294600   1.0003255      1.4439571      23.661843
    294700   0.99773848     1.4416131      23.722124
    294800   0.9997326      1.4435557      23.719835
    294900   1.0006391      1.4436726      23.656216
    295000   0.99697661     1.4401718      23.610763
    295100   1.0001189      1.443721       23.708955
    295200   1.0018867      1.4451836      23.689022
    295300   0.99884408     1.4420217      23.685105
    295400   0.99739704     1.4410228      23.673836
    295500   1.0002383      1.4441074      23.68636 
    295600   1.0018034      1.4459446      23.69676 
    295700   1.0025925      1.4460516      23.707193
    295800   0.99919452     1.443525       23.676316
    295900   0.99919648     1.4433938      23.667371
    296000   0.99996777     1.4439802      23.637335
    296100   0.99774028     1.4420678      23.666138
    296200   1.0018361      1.4457927      23.675452
    296300   1.0021374      1.4452347      23.675262
    296400   1.0006703      1.4445567      23.704373
    296500   0.99846911     1.4423059      23.692808
    296600   1.000659       1.4451851      23.641411
    296700   0.9976193      1.4423993      23.655802
    296800   0.99715664     1.4417122      23.701358
    296900   1.0025225      1.447189       23.693081
    297000   0.99926746     1.4435754      23.65299 
    297100   1.0000055      1.4442233      23.663956
    297200   1.0009056      1.4450763      23.65407 
    297300   0.9992222      1.4435211      23.646866
    297400   1.0028557      1.4470665      23.648387
    297500   0.99967492     1.4443015      23.684733
    297600   0.99467988     1.4397207      23.661261
    297700   1.0004232      1.4460463      23.705351
    297800   1.0014407      1.4469117      23.693922
    297900   0.99891362     1.4447873      23.647443
    298000   1.0001216      1.4446341      23.673801
    298100   0.99956115     1.4438715      23.68684 
    298200   0.9990803      1.4435673      23.665325
    298300   1.0012894      1.4459432      23.718979
    298400   0.99694019     1.4416033      23.637528
    298500   1.0015477      1.4462493      23.700712
    298600   1.0008234      1.4455902      23.743314
    298700   0.99709288     1.4420665      23.702384
    298800   1.0021414      1.4467702      23.711936
    298900   0.99993691     1.4453963      23.706143
    299000   0.99982701     1.4443246      23.698058
    299100   0.99950306     1.4433345      23.709235
    299200   1.0005744      1.4436048      23.649649
    299300   1.0009698      1.4444583      23.6674  
    299400   0.99682933     1.440613       23.691512
    299500   0.99798428     1.4418104      23.656448
    299600   0.99899151     1.4429845      23.682406
    299700   0.99986793     1.4445101      23.663255
    299800   0.99948579     1.4437616      23.70497 
    299900   0.99986858     1.444957       23.648386
    300000   1.0016678      1.4464265      23.680879
    300100   0.99961128     1.4439045      23.716046
    300200   1.000853       1.444773       23.703957
    300300   1.0000058      1.4436523      23.706681
    300400   1.0006472      1.4442847      23.628256
    300500   0.99926342     1.4436486      23.68817 
    300600   0.99984209     1.4439253      23.657953
    300700   1.0000151      1.4436221      23.679711
    300800   0.99986942     1.4441818      23.714254
    300900   1.0036406      1.4482499      23.682599
    301000   0.99862699     1.4423474      23.724952
    301100   0.9991136      1.4427263      23.691448
    301200   1.0005491      1.4439096      23.673162
    301300   0.99947636     1.443661       23.66936 
    301400   1.0002963      1.4447003      23.635697
    301500   1.0010354      1.4452351      23.628666
    301600   1.0006774      1.4447949      23.68796 
    301700   0.99968593     1.4437782      23.741497
    301800   0.99717129     1.4413359      23.681868
    301900   1.002435       1.4475435      23.635743
    302000   1.0008151      1.4458535      23.704082
    302100   0.99981937     1.4445339      23.684562
    302200   1.0003288      1.445052       23.694884
    302300   0.99922515     1.4431524      23.662947
    302400   0.99966287     1.4438396      23.73881 
    302500   0.99793534     1.4424274      23.643022
    302600   0.99852545     1.4433544      23.66643 
    302700   1.0031512      1.4480279      23.651316
    302800   1.0009267      1.4458044      23.703491
    302900   0.99962348     1.4435381      23.642376
    303000   0.99682197     1.4407741      23.695982
    303100   1.0015122      1.4444402      23.727191
    303200   0.99803132     1.4410531      23.653074
    303300   0.99814983     1.4417517      23.658416
    303400   0.99962836     1.4433272      23.700709
    303500   1.000141       1.4439102      23.606107
    303600   0.99857216     1.4426926      23.71636 
    303700   1.0001974      1.4444499      23.671589
    303800   1.000765       1.4457215      23.646736
    303900   0.99942465     1.4437421      23.655395
    304000   1.0024684      1.4470843      23.685945
    304100   0.99918603     1.4432701      23.688415
    304200   0.99981837     1.4429866      23.657699
    304300   0.99909409     1.4428004      23.70854 
    304400   0.99914666     1.443218       23.66035 
    304500   0.99875        1.4429638      23.640695
    304600   1.0031882      1.4482051      23.657657
    304700   1.0014154      1.4461614      23.714541
    304800   1.0014503      1.4463198      23.665668
    304900   0.99885832     1.4431956      23.670829
    305000   0.99755053     1.442448       23.628512
    305100   1.001829       1.4462138      23.677799
    305200   0.99915867     1.4435284      23.670789
    305300   0.99974499     1.4441778      23.631423
    305400   1.0020372      1.4474846      23.708381
    305500   1.0005895      1.445805       23.682931
    305600   0.99886277     1.4437465      23.68277 
    305700   1.0008185      1.4463753      23.650322
    305800   0.99874413     1.4435243      23.658091
    305900   0.9986743      1.4442182      23.677338
    306000   1.0012401      1.4460589      23.715868
    306100   1.0007622      1.4450416      23.689076
    306200   1.0008665      1.44579        23.657962
    306300   1.0008781      1.4453275      23.682586
    306400   1.0030169      1.4484877      23.683778
    306500   0.99891324     1.4437458      23.668114
    306600   1.0015192      1.4462905      23.664635
    306700   0.99705486     1.4423035      23.712752
    306800   1.000151       1.4453469      23.687532
    306900   0.99940436     1.4437258      23.655147
    307000   0.9966945      1.4417424      23.735494
    307100   0.99958665     1.4444583      23.694915
    307200   1.0021821      1.4470945      23.69658 
    307300   0.99751337     1.4425258      23.703266
    307400   0.9986861      1.4437802      23.673382
    307500   1.0039721      1.4493974      23.693775
    307600   0.99671704     1.4421817      23.707693
    307700   0.99927134     1.4444584      23.683516
    307800   0.99859645     1.4435055      23.68959 
    307900   0.99958791     1.4445046      23.661027
    308000   1.0031359      1.4480405      23.723244
    308100   1.0016686      1.4467469      23.664656
    308200   0.9979749      1.4426786      23.729762
    308300   0.99875176     1.443317       23.693329
    308400   1.0014677      1.4464334      23.67556 
    308500   1.000082       1.4447828      23.665902
    308600   1.0022485      1.4466129      23.683483
    308700   0.9982249      1.4431669      23.663757
    308800   0.99497745     1.4391519      23.67918 
