   Step          Temp         c_usual         Press 
      5400   1.0000977      1.3393683      23.655656
      5500   0.99479434     1.3354019      23.701294
      5600   0.99846957     1.3400451      23.650485
      5700   1.0003899      1.3431067      23.651798
      5800   0.99922907     1.3428609      23.689084
      5900   1.0026403      1.3465636      23.689198
      6000   1.0019836      1.3477481      23.625409
      6100   1.0012503      1.3486611      23.688219
      6200   1.0007402      1.3491697      23.654725
      6300   1.0003801      1.3498532      23.626355
      6400   0.99599902     1.3471202      23.666505
      6500   0.99782602     1.3495644      23.66922 
      6600   1.0004139      1.3531241      23.712819
      6700   1.001115       1.3545954      23.671768
      6800   1.0003813      1.3551166      23.668374
      6900   1.0012521      1.3568258      23.700005
      7000   1.0005658      1.3574697      23.665619
      7100   0.99947079     1.3572009      23.721732
      7200   0.99976814     1.3591395      23.682109
      7300   0.99807624     1.3579815      23.658139
      7400   1.0007882      1.3608639      23.672485
      7500   1.0007594      1.3618839      23.683993
      7600   0.99758191     1.3586917      23.680915
      7700   0.9995367      1.3610527      23.67484 
      7800   1.0016594      1.3640903      23.71699 
      7900   1.0009752      1.3638176      23.720382
      8000   0.99992473     1.3633858      23.708978
      8100   0.99772455     1.3623466      23.66683 
      8200   1.0026451      1.3686457      23.645603
      8300   1.0021914      1.3683442      23.674976
      8400   0.9988401      1.3654696      23.665684
      8500   0.99939217     1.3663494      23.700175
      8600   0.9980362      1.3658445      23.662228
      8700   0.99896007     1.3679653      23.692105
      8800   1.0018991      1.3716737      23.727518
      8900   1.0010505      1.3712014      23.698989
      9000   0.9977928      1.3694626      23.647391
      9100   1.0007791      1.3732608      23.645363
      9200   1.0019622      1.3750709      23.676355
      9300   0.99893224     1.3717075      23.67295 
      9400   1.0027902      1.3756619      23.702459
      9500   1.0002367      1.3739941      23.643123
      9600   0.99935247     1.3732179      23.698971
      9700   0.99946138     1.3741984      23.703362
      9800   1.0006189      1.3754432      23.671182
      9900   1.0030218      1.3779925      23.691998
     10000   0.99966658     1.3760873      23.710491
     10100   0.99993397     1.3771232      23.658941
     10200   1.0014455      1.3792983      23.696951
     10300   1.0004793      1.3786661      23.686803
     10400   0.9982105      1.3765187      23.66279 
     10500   1.0045321      1.3833071      23.734905
     10600   1.0022532      1.3818758      23.73421 
     10700   0.99767462     1.3780551      23.686884
     10800   0.99617242     1.3777564      23.616041
     10900   0.99887345     1.3806091      23.665262
     11000   0.99928439     1.3820049      23.666537
     11100   0.99955255     1.3828278      23.664614
     11200   0.99962741     1.3835602      23.709551
     11300   1.001316       1.3844348      23.679645
     11400   0.99852986     1.3825965      23.65719 
     11500   1.0013144      1.3862585      23.686227
     11600   1.0010516      1.3859565      23.669923
     11700   1.0003104      1.3860768      23.651154
     11800   1.0008049      1.3869428      23.676101
     11900   1.0002227      1.3870764      23.690697
     12000   1.0014038      1.3893109      23.703087
     12100   0.99796553     1.3871547      23.704049
     12200   1.0007946      1.3902169      23.663657
     12300   0.99964022     1.3887391      23.675212
     12400   1.0003738      1.38984        23.671968
     12500   1.000798       1.3907949      23.7157  
     12600   0.99587763     1.3861577      23.689055
     12700   1.0039082      1.3939632      23.730569
     12800   1.0020269      1.3920629      23.696157
     12900   1.0030009      1.3940322      23.697202
     13000   0.99915135     1.3912632      23.64076 
     13100   0.9996643      1.391797       23.722472
     13200   0.99849051     1.3908964      23.663024
     13300   0.99801129     1.390532       23.632513
     13400   1.0024019      1.3949726      23.682739
     13500   1.0015528      1.3945662      23.686113
     13600   0.99932918     1.3926247      23.684675
     13700   0.99939642     1.3925784      23.69675 
     13800   0.99999779     1.3944099      23.73294 
     13900   0.99871657     1.3932838      23.639961
     14000   0.99937701     1.3941391      23.720324
     14100   0.99965015     1.3945374      23.691442
     14200   0.99768365     1.3930389      23.628819
     14300   1.0024354      1.3983679      23.64227 
     14400   1.0012185      1.3975252      23.67696 
     14500   1.0002778      1.3969894      23.664322
     14600   0.99739263     1.3941143      23.688268
     14700   1.0028669      1.3998968      23.646071
     14800   0.99933948     1.3965656      23.676373
     14900   0.99628368     1.3933358      23.637661
     15000   0.99823351     1.3960326      23.677316
     15100   1.002952       1.4010694      23.684444
     15200   1.0004457      1.3990845      23.690496
     15300   0.99650395     1.3946893      23.660539
     15400   1.0019069      1.4006186      23.687264
     15500   0.99977403     1.3985266      23.717633
     15600   0.99938047     1.3985065      23.668523
     15700   1.0022941      1.4013741      23.727682
     15800   1.0008635      1.4008551      23.688213
     15900   1.0003558      1.4008487      23.6626  
     16000   0.99746055     1.3979684      23.621861
     16100   1.0004483      1.4015353      23.74769 
     16200   1.001395       1.4029667      23.68526 
     16300   0.99729066     1.3992261      23.69611 
     16400   0.99840196     1.4007509      23.699623
     16500   0.99810495     1.4010607      23.676725
     16600   0.99868756     1.4018387      23.678709
     16700   1.0006554      1.4031979      23.669911
     16800   1.0020482      1.4056235      23.639197
     16900   0.99679938     1.4006516      23.673958
     17000   0.99951178     1.4042021      23.656028
     17100   1.000872       1.4052888      23.690668
     17200   1.0007291      1.4047306      23.695691
     17300   0.99876012     1.4025939      23.678606
     17400   1.002362       1.4063434      23.679887
     17500   1.0020609      1.4058089      23.638494
     17600   1.000601       1.4052779      23.680288
     17700   1.0001004      1.405707       23.650373
     17800   0.99851404     1.4045638      23.717943
     17900   1.0000208      1.4057488      23.677047
     18000   1.0010826      1.4066927      23.697654
     18100   1.0022826      1.4093892      23.743038
     18200   0.99870152     1.405124       23.652553
     18300   1.0035793      1.4100088      23.674224
     18400   1.001249       1.4087888      23.703981
     18500   1.0008025      1.4086         23.684841
     18600   0.99916378     1.4070311      23.663609
     18700   1.0003869      1.4088899      23.660634
     18800   1.0012475      1.4103569      23.700571
     18900   1.0005366      1.4095234      23.710755
     19000   1.0007068      1.4103062      23.661924
     19100   1.0010634      1.4093213      23.733091
     19200   1.0034068      1.4120271      23.660524
     19300   1.0007059      1.4095998      23.674282
     19400   0.99833609     1.4079158      23.68146 
     19500   1.0003702      1.409763       23.711495
     19600   1.0019129      1.4116025      23.695092
     19700   1.0013734      1.4110972      23.679977
     19800   0.99820266     1.4085491      23.701142
     19900   1.0009126      1.4111024      23.636493
     20000   0.99726409     1.4074905      23.668107
     20100   1.0015495      1.4120449      23.753042
     20200   0.99876875     1.4085855      23.673431
     20300   0.99792147     1.4077398      23.69358 
     20400   1.001862       1.4128087      23.698058
     20500   0.99707109     1.4087807      23.674936
     20600   0.99860478     1.4101882      23.706723
     20700   1.0006142      1.4122888      23.688821
     20800   1.00055        1.413253       23.681821
     20900   1.000978       1.4134888      23.626446
     21000   0.99890268     1.4114788      23.65687 
     21100   0.99700176     1.4091338      23.706775
     21200   1.0018944      1.4149688      23.686721
     21300   0.99777375     1.4101645      23.679103
     21400   0.99715823     1.4106901      23.659747
     21500   0.99844795     1.4121807      23.718611
     21600   1.0028069      1.417047       23.661577
     21700   1.0004692      1.4147408      23.682358
     21800   1.0008061      1.4157921      23.706621
     21900   0.99868305     1.4143797      23.629866
     22000   1.0049959      1.4204087      23.701625
     22100   1.0011437      1.4161697      23.68069 
     22200   0.99907416     1.4149918      23.71235 
     22300   0.99855054     1.4130685      23.689525
     22400   0.99689422     1.412389       23.714359
     22500   1.0004146      1.4159494      23.68679 
     22600   1.0000284      1.4160979      23.65035 
     22700   0.99971872     1.4164987      23.690357
     22800   1.0009585      1.4176692      23.694024
     22900   0.99946925     1.4170495      23.701525
     23000   0.99977702     1.4171997      23.665779
     23100   0.99932054     1.4154064      23.679222
     23200   1.0007331      1.4173546      23.703053
     23300   0.99787231     1.4146512      23.65592 
     23400   1.0041695      1.421375       23.70672 
     23500   0.99615353     1.4131598      23.68802 
     23600   0.99827398     1.4162499      23.680027
     23700   1.0006076      1.4197488      23.696185
     23800   1.0011958      1.4197867      23.664443
     23900   1.0034228      1.4221662      23.744916
     24000   1.0028813      1.4210024      23.686152
     24100   0.99925876     1.4170708      23.639378
     24200   0.99648575     1.4149346      23.712774
     24300   1.0009444      1.4194798      23.687067
     24400   0.99978187     1.417477       23.695888
     24500   0.99846486     1.4162284      23.665147
     24600   0.99881515     1.4180309      23.731828
     24700   0.99925276     1.4189272      23.680613
     24800   0.9996889      1.4201753      23.690643
     24900   0.9995689      1.4197384      23.67573 
     25000   0.99933359     1.4191957      23.62977 
     25100   1.0005055      1.4200749      23.687349
     25200   0.9972706      1.4176483      23.64893 
     25300   0.99710792     1.4173277      23.685625
     25400   0.99969115     1.4192331      23.66653 
     25500   1.0051081      1.4245471      23.674159
     25600   0.99984517     1.4203901      23.682372
     25700   0.99658377     1.417607       23.669934
     25800   0.99788177     1.4194342      23.672872
     25900   1.0009255      1.4227032      23.637946
     26000   1.0006974      1.4218808      23.688661
     26100   1.0009895      1.4217558      23.669154
     26200   0.99936309     1.420111       23.645402
     26300   0.99886962     1.4204084      23.677081
     26400   1.0006981      1.4218565      23.645965
     26500   1.001064       1.4228708      23.664853
     26600   1.0007643      1.4230307      23.707674
     26700   0.99808841     1.4209438      23.663789
     26800   1.0011474      1.4236346      23.703078
     26900   1.0002437      1.4223901      23.649522
     27000   0.99778212     1.4198788      23.642083
     27100   0.99942569     1.4218744      23.651178
     27200   0.99756083     1.4201333      23.688892
     27300   1.0017754      1.4245442      23.666954
     27400   1.000749       1.423576       23.666832
     27500   1.001504       1.424287       23.649334
     27600   0.99915175     1.4227263      23.626694
     27700   0.9992385      1.4232942      23.661139
     27800   0.99993438     1.4237728      23.69982 
     27900   1.0015732      1.4255129      23.669528
     28000   1.0020352      1.4258448      23.665873
     28100   1.0014109      1.4253156      23.696482
     28200   0.9986264      1.4228237      23.693795
     28300   0.99906984     1.4232153      23.715857
     28400   1.0001382      1.4240966      23.719024
     28500   0.99984653     1.4234728      23.72179 
     28600   0.99944557     1.4237197      23.665892
     28700   0.99934413     1.4242328      23.694991
     28800   0.99775789     1.4220934      23.665486
     28900   0.99834861     1.4226417      23.687893
     29000   1.0011015      1.4252856      23.692866
     29100   1.0028409      1.4264857      23.723001
     29200   1.0002421      1.4247903      23.691406
     29300   1.0021727      1.4263619      23.700037
     29400   1.0008278      1.4251081      23.65336 
     29500   1.0006131      1.4252792      23.68963 
     29600   0.99934425     1.4242037      23.703508
     29700   1.003697       1.4291506      23.714067
     29800   1.0011826      1.4266606      23.653793
     29900   0.99954902     1.425366       23.694515
     30000   0.99999281     1.4258331      23.683526
     30100   1.0011445      1.4270866      23.693992
     30200   0.99986445     1.4260439      23.646272
     30300   0.99904766     1.4247843      23.67495 
     30400   1.0058634      1.4315361      23.660924
     30500   1.0019504      1.4282781      23.710932
     30600   0.99907071     1.4251599      23.680814
     30700   1.0014591      1.4284613      23.690976
     30800   0.99694034     1.4234375      23.652897
     30900   0.99871747     1.4254489      23.660426
     31000   0.99936305     1.4255355      23.702986
     31100   0.99953288     1.4253602      23.653168
     31200   1.0037427      1.4295195      23.691595
     31300   0.99829796     1.4242379      23.679792
     31400   0.9978758      1.4238577      23.699076
     31500   1.0022523      1.42814        23.651319
     31600   1.0046158      1.4300697      23.711219
     31700   1.0020836      1.4283587      23.643676
     31800   0.99600712     1.4222416      23.692818
     31900   0.99970953     1.4259149      23.639745
     32000   1.0000866      1.4274032      23.710399
     32100   1.0031836      1.429699       23.724798
     32200   0.99995114     1.4267799      23.667531
     32300   0.99782267     1.4245258      23.702197
     32400   1.0028229      1.4293397      23.744483
     32500   1.0033004      1.4295671      23.641554
     32600   1.0011012      1.428319       23.672117
     32700   0.99853599     1.426067       23.646771
     32800   0.99888458     1.4270936      23.68207 
     32900   1.0011558      1.4290853      23.686241
     33000   0.9997773      1.4274783      23.729744
     33100   1.0010268      1.4290835      23.723836
     33200   1.0011967      1.4295345      23.730648
     33300   0.9996726      1.4284693      23.669182
     33400   1.0009501      1.4295535      23.715176
     33500   1.0009323      1.4291828      23.678569
     33600   1.0023577      1.4311904      23.707201
     33700   1.0004296      1.4295002      23.685987
     33800   1.0003002      1.430103       23.690683
     33900   1.0008498      1.4296815      23.684513
     34000   0.99720239     1.4264607      23.681837
     34100   0.99928232     1.4285696      23.670448
     34200   1.001482       1.4310307      23.681462
     34300   1.0016151      1.4306793      23.681552
     34400   1.0002393      1.4291655      23.716901
     34500   0.99845515     1.4279117      23.686192
     34600   1.0040932      1.4347103      23.652719
     34700   0.99828947     1.4291357      23.639631
     34800   0.99955578     1.4297968      23.698687
     34900   1.001549       1.4323627      23.692207
     35000   1.0012319      1.4306993      23.656   
     35100   1.0009094      1.4303833      23.723099
     35200   0.99532386     1.424792       23.669963
     35300   1.0006085      1.4296135      23.665768
     35400   1.0007144      1.430056       23.67547 
     35500   0.99954933     1.4293821      23.690625
     35600   0.99601859     1.4263007      23.649659
     35700   1.0003676      1.4304357      23.744002
     35800   0.99931442     1.4292604      23.649152
     35900   1.0020013      1.4326867      23.666197
     36000   0.99801706     1.4283697      23.685286
     36100   0.998963       1.429463       23.672649
     36200   1.0027321      1.4330009      23.669855
     36300   1.002988       1.4333888      23.665507
     36400   0.99849422     1.4291838      23.640752
     36500   0.99820127     1.4286625      23.637632
     36600   0.99733002     1.4283706      23.673153
     36700   1.0004307      1.4311761      23.69121 
     36800   1.0038404      1.4350183      23.666446
     36900   1.0008198      1.4321707      23.698304
     37000   0.9987373      1.4299005      23.642064
     37100   0.99859224     1.4292202      23.680898
     37200   1.0003179      1.4311086      23.684559
     37300   0.99916281     1.4295778      23.669489
     37400   1.0018829      1.4320009      23.671333
     37500   0.99573018     1.427206       23.621406
     37600   1.0013972      1.43262        23.663503
     37700   1.001473       1.4328018      23.671295
     37800   1.0007124      1.4321232      23.690538
     37900   0.9987288      1.4304945      23.65969 
     38000   0.99820077     1.4302099      23.706824
     38100   0.99872554     1.4310569      23.66884 
     38200   1.0033194      1.4359449      23.692663
     38300   1.0007221      1.4335559      23.672513
     38400   0.99832949     1.4315329      23.68818 
     38500   1.0007579      1.4336438      23.707636
     38600   0.99855225     1.4320108      23.668413
     38700   1.0027785      1.4362112      23.709642
     38800   1.0003724      1.4337084      23.699345
     38900   0.99872433     1.4318828      23.67883 
     39000   0.99560843     1.4289614      23.661509
     39100   1.0023781      1.4352813      23.648792
     39200   1.000616       1.4332434      23.680689
     39300   1.0015292      1.4342735      23.667247
     39400   1.0017705      1.4348387      23.63943 
     39500   0.99910993     1.4327157      23.69711 
     39600   0.99929242     1.433168       23.651506
     39700   1.0015443      1.4347797      23.674831
     39800   1.00026        1.4334444      23.683583
     39900   1.0002754      1.4334913      23.643818
     40000   1.0006243      1.4334171      23.652818
     40100   0.99883055     1.4323205      23.701499
     40200   0.99551101     1.4285402      23.680664
     40300   1.0008673      1.4342769      23.675978
     40400   0.99897296     1.4319615      23.664771
     40500   1.0026097      1.4365238      23.769829
     40600   1.0019869      1.4366711      23.70456 
     40700   0.99857746     1.4329241      23.674293
     40800   1.000626       1.4354509      23.703313
     40900   0.99986895     1.4343796      23.687769
     41000   1.0029837      1.438074       23.666878
     41100   0.99980584     1.4349465      23.693379
     41200   1.0021606      1.4369374      23.699545
     41300   0.99985067     1.4345728      23.665416
     41400   0.99852106     1.4334899      23.723086
     41500   0.99889911     1.4341829      23.661769
     41600   0.99999287     1.4354387      23.675915
     41700   1.0005684      1.4361878      23.715778
     41800   1.0016572      1.4367978      23.641517
     41900   0.99693621     1.4324602      23.656539
     42000   1.0022324      1.437761       23.635495
     42100   0.99749506     1.4327612      23.632506
     42200   0.99763336     1.4326364      23.662106
     42300   1.0016021      1.4366081      23.708238
     42400   0.99788274     1.4326912      23.66364 
     42500   1.00121        1.4363782      23.654216
     42600   1.0020444      1.4375495      23.692555
     42700   0.99914738     1.435036       23.636412
     42800   1.002606       1.438106       23.698793
     42900   0.9995956      1.4352771      23.666831
     43000   1.0011639      1.4363286      23.690889
     43100   1.0012975      1.4368913      23.690919
     43200   0.99729813     1.4332027      23.691554
     43300   1.0028335      1.437975       23.705385
     43400   0.99599052     1.4317305      23.641571
     43500   1.0005638      1.4357278      23.696989
     43600   1.0009343      1.4361208      23.672849
     43700   1.0004738      1.4360732      23.69171 
     43800   0.99756104     1.431784       23.676707
     43900   1.0014955      1.4363792      23.660986
     44000   1.0021726      1.4380892      23.700583
     44100   0.99981642     1.4353877      23.661902
     44200   1.0019753      1.4384358      23.697159
     44300   1.0001183      1.4364734      23.640093
     44400   1.0021394      1.4385489      23.701132
     44500   1.0037209      1.4402909      23.709388
     44600   1.0024714      1.439197       23.683414
     44700   1.0003079      1.4373607      23.676739
     44800   1.0001928      1.43658        23.696559
     44900   0.99813454     1.4337739      23.689242
     45000   0.9995554      1.4360799      23.677953
     45100   0.99709033     1.4329804      23.644234
     45200   1.0021405      1.4377618      23.640495
     45300   1.0016272      1.4372706      23.665108
     45400   1.0013911      1.4378862      23.675149
     45500   0.99991744     1.4367891      23.651723
     45600   0.99969247     1.4371371      23.67956 
     45700   0.99735653     1.434621       23.670769
     45800   1.0007269      1.437412       23.683977
     45900   1.0022374      1.4388261      23.702555
     46000   0.99993953     1.4374146      23.672225
     46100   1.0001635      1.4381586      23.723097
     46200   1.0014263      1.4384864      23.684141
     46300   0.99933552     1.4368534      23.675156
     46400   1.0009815      1.4392014      23.6855  
     46500   0.99759919     1.4356986      23.735099
     46600   0.99752846     1.4356218      23.698605
     46700   1.0008051      1.4385127      23.668703
     46800   1.0010785      1.4398214      23.673571
     46900   1.00046        1.4392737      23.694264
     47000   0.99877201     1.4372913      23.692447
     47100   0.9972979      1.4358838      23.707698
     47200   1.0016984      1.4399245      23.703291
     47300   0.99973719     1.4374795      23.680525
     47400   1.0021025      1.4403124      23.696125
     47500   0.99827573     1.4364362      23.614206
     47600   0.99637025     1.434026       23.675721
     47700   0.99757062     1.4360167      23.636641
     47800   0.99505658     1.4330163      23.6167  
     47900   1.002159       1.4399269      23.697223
     48000   1.0023317      1.4404499      23.703503
     48100   0.99947821     1.4369701      23.690523
     48200   1.0006424      1.4388096      23.672707
     48300   0.99744595     1.436028       23.693836
     48400   1.0008151      1.4394421      23.659871
     48500   1.0038367      1.4420174      23.68287 
     48600   1.0024656      1.440973       23.712914
     48700   0.99862317     1.4367855      23.675806
     48800   0.99520414     1.4332767      23.642411
     48900   0.99987952     1.4382647      23.683955
     49000   0.99909537     1.437363       23.672197
     49100   1.001044       1.4390844      23.665662
     49200   0.99936679     1.437649       23.658293
     49300   0.99908866     1.4372213      23.698757
     49400   1.0019398      1.4399847      23.711731
     49500   0.99975162     1.4382203      23.668412
     49600   1.0032459      1.4408778      23.68967 
     49700   0.9987375      1.4368602      23.649711
     49800   0.99982856     1.4378839      23.68286 
     49900   1.0025208      1.4412985      23.647782
     50000   0.99763257     1.4360214      23.697024
     50100   0.99660402     1.4343319      23.704353
     50200   1.0020537      1.4401395      23.658289
     50300   1.0020932      1.4405141      23.720202
     50400   0.99936678     1.4378989      23.663245
     50500   0.99989382     1.438648       23.631141
     50600   0.99775551     1.4367625      23.655983
     50700   1.0026543      1.4418021      23.667179
     50800   0.99888632     1.4373928      23.682237
     50900   0.99934932     1.4378059      23.708827
     51000   1.0010463      1.4393696      23.671143
     51100   1.001494       1.4399098      23.673657
     51200   0.99896016     1.4372088      23.719644
     51300   0.99888414     1.4378982      23.690666
     51400   1.0003714      1.4401385      23.667575
     51500   1.0050291      1.4450521      23.739743
     51600   0.99969777     1.4391232      23.708399
     51700   0.99898543     1.4380287      23.693326
     51800   1.0014481      1.4410969      23.70193 
     51900   1.0007875      1.4399824      23.695363
     52000   0.99765318     1.4363859      23.659645
     52100   0.99801434     1.4367419      23.67911 
     52200   1.0029133      1.4422023      23.687114
     52300   0.99773105     1.4369732      23.663443
     52400   0.99884432     1.4389418      23.713153
     52500   1.0016802      1.4417291      23.70007 
     52600   1.0005581      1.4403269      23.67298 
     52700   0.9956535      1.4356418      23.665672
     52800   1.0011076      1.4411966      23.696913
     52900   0.9988774      1.4383534      23.725914
     53000   1.0031949      1.4430576      23.710192
     53100   0.99740807     1.4376236      23.674017
     53200   1.0005519      1.440633       23.666913
     53300   0.99909259     1.4395391      23.691696
     53400   1.0025076      1.4435992      23.711443
     53500   1.0017031      1.4427219      23.667525
     53600   1.0013926      1.4419926      23.701413
     53700   0.99718849     1.4371412      23.666515
     53800   1.0012315      1.4418234      23.644512
     53900   1.0016559      1.4418069      23.709894
     54000   0.99645496     1.4367875      23.687192
     54100   0.99744548     1.437334       23.718668
     54200   1.0039545      1.4438137      23.690845
     54300   1.0023208      1.4428741      23.685295
     54400   1.0006653      1.4413132      23.690326
     54500   0.99933838     1.4393105      23.673896
     54600   0.99963543     1.4392446      23.658744
     54700   0.99722908     1.4371631      23.620023
     54800   1.0011249      1.4406387      23.693781
     54900   1.0034685      1.4432088      23.65267 
     55000   1.002284       1.4419272      23.676258
     55100   1.0007718      1.4393376      23.668094
     55200   1.0007591      1.4398317      23.659341
     55300   0.99860428     1.4380747      23.637892
     55400   0.9993881      1.4393329      23.683349
     55500   0.99732171     1.4368124      23.695111
     55600   1.0007777      1.440265       23.639903
     55700   1.0025995      1.4422239      23.650904
     55800   0.99933404     1.4387661      23.698189
     55900   0.9961235      1.4354472      23.639878
     56000   1.0014105      1.4405327      23.651594
     56100   1.0061943      1.4452573      23.688429
     56200   1.0027632      1.4419558      23.716515
     56300   1.0011381      1.440283       23.72297 
     56400   0.99876708     1.4381907      23.699792
     56500   0.99965593     1.4395288      23.683469
     56600   0.99966875     1.4391936      23.670364
     56700   1.0004047      1.4398263      23.674706
     56800   0.99890612     1.4389034      23.669725
     56900   1.0019941      1.4412792      23.71111 
     57000   1.000176       1.4391996      23.708889
     57100   0.99905016     1.4381806      23.681198
     57200   1.0004142      1.4399463      23.714678
     57300   0.99827148     1.4374216      23.669167
     57400   0.99957289     1.4392094      23.666164
     57500   1.0002883      1.4405368      23.688845
     57600   1.0015965      1.4417648      23.67175 
     57700   1.0020649      1.442          23.654883
     57800   1.0042596      1.4445506      23.673449
     57900   0.9991645      1.4395065      23.691943
     58000   0.99790477     1.4372937      23.668827
     58100   1.0013187      1.4404586      23.681315
     58200   1.0037035      1.4425478      23.662943
     58300   1.0026952      1.441795       23.658796
     58400   1.0012745      1.4406827      23.713914
     58500   1.0001445      1.4391298      23.695726
     58600   0.99725512     1.4370368      23.658334
     58700   0.99805268     1.4378224      23.677738
     58800   1.0012595      1.4412194      23.70327 
     58900   1.0018529      1.4421553      23.658388
     59000   1.0007693      1.4413296      23.618198
     59100   1.0005178      1.4408476      23.660152
     59200   0.99818218     1.438172       23.629183
     59300   1.0011122      1.4423703      23.677487
     59400   0.99880299     1.4398364      23.676511
     59500   1.000248       1.4410212      23.674795
     59600   0.99967102     1.4397621      23.680201
     59700   1.0011412      1.4420431      23.706912
     59800   0.99818645     1.4391984      23.684354
     59900   1.0002896      1.4410941      23.667005
     60000   0.9993702      1.4406529      23.701282
     60100   0.99865716     1.4393861      23.672363
     60200   1.0001757      1.440104       23.742776
     60300   0.99973403     1.440057       23.678353
     60400   0.99802702     1.4387617      23.685712
     60500   1.0018564      1.4422214      23.64139 
     60600   0.99989815     1.4408199      23.673907
     60700   0.99851428     1.4399806      23.733118
     60800   1.0028992      1.4446297      23.704266
     60900   1.0008586      1.4422864      23.667141
     61000   1.0015395      1.4429752      23.737527
     61100   0.9971515      1.4384469      23.687947
     61200   1.0006778      1.4419113      23.616788
     61300   1.0041249      1.4459801      23.695952
     61400   0.99871896     1.4401908      23.727185
     61500   1.0011803      1.4428829      23.719643
     61600   0.99816588     1.4399417      23.683195
     61700   0.99761822     1.4393171      23.70568 
     61800   1.0032319      1.4454175      23.671593
     61900   0.99700355     1.4395071      23.667665
     62000   1.0014425      1.4440392      23.657547
     62100   1.0018544      1.4442315      23.712567
     62200   0.99622359     1.4377667      23.636523
     62300   0.99740518     1.4393192      23.669388
     62400   0.99995741     1.4418946      23.703766
     62500   1.0026719      1.4454505      23.710515
     62600   1.0019114      1.444489       23.693424
     62700   0.99959858     1.442179       23.652786
     62800   0.99997697     1.4429439      23.656107
     62900   0.99935519     1.4421121      23.66938 
     63000   1.0005698      1.4428108      23.66582 
     63100   0.99925452     1.4412047      23.69413 
     63200   0.99783258     1.4397634      23.674545
     63300   1.0021601      1.4440633      23.699714
     63400   1.0029809      1.4442972      23.700726
     63500   1.0012589      1.4435618      23.678463
     63600   0.99910044     1.4410002      23.692434
     63700   0.99867933     1.4402483      23.666528
     63800   1.0021283      1.4444233      23.712687
     63900   0.99830134     1.4410621      23.702936
     64000   1.0016286      1.443118       23.680189
     64100   1.0003703      1.4421021      23.659377
     64200   0.99891972     1.4404953      23.661481
     64300   1.0024205      1.444859       23.688364
     64400   0.99518434     1.4375729      23.665328
     64500   1.0035056      1.4461398      23.700518
     64600   0.99718399     1.4398364      23.657728
     64700   1.0019411      1.4446565      23.683272
     64800   0.99926845     1.4416027      23.744956
     64900   1.0002898      1.4424619      23.711685
     65000   0.99713553     1.4388994      23.703607
     65100   1.0029896      1.4435423      23.696986
     65200   0.99870476     1.4401254      23.679521
     65300   1.0027071      1.4444176      23.713477
     65400   1.0025616      1.4445764      23.708111
     65500   1.0027117      1.4449042      23.688367
     65600   0.99553037     1.4370902      23.670685
     65700   0.99943552     1.4418184      23.649421
     65800   1.0023466      1.4444794      23.738666
     65900   1.0005302      1.4424349      23.7313  
     66000   1.0021168      1.4438851      23.669489
     66100   0.99834342     1.4398889      23.684793
     66200   1.0013675      1.4431711      23.66706 
     66300   1.0035325      1.445605       23.686265
     66400   1.0007368      1.4427284      23.686579
     66500   0.9984372      1.4403771      23.656953
